['YmQZPNYc', ['Ojq', ['aZda'], ['LiXiVAKE']], ['HVGLU', ['aZda'], ['ZthGSSgVJd'], ['FYQ']], ['Ojq', ['EqObAYgkO'], ['SZF']], ['fli', ['aZda'], ['fli'], ['Ra'], ['Ra']], ['YmQZPNYc', ['fli'], ['EqObAYgkO'], ['LiXiVAKE'], ['FYQ'], ['SZF']]]
{'ZthGSSgVJd': ['nP', 'WdTWYqohZ', 'vYs', 'K', 'UC'], 'eyUMhWJP': ['hPFZoEcgYO', 'ZcnwFrp', 'xjMhyZO', 'qXsSdT', 'bcHQjUjzWX', 'EReJsUDe', 'mJdh', 'zctJbqP', 'rCfyypORwI', 'RU'], 'qUJvQTOScR': ['fTqjDA', 'qSKE', 'muLclUp', 'rCyKDWGNa', 'qqnlcep', 'wuilA', 'SBuAhAkbnK'], 'Ojq': ['s', 'TG'], 'aZda': ['h'], 'SZF': ['V', 'CbMRSuPyyP', 'ZlZ', 'DhTGkGju', 'RyVaqyp', 'IJxqazQEWY'], 'eNsje': ['vAWyWtt', 'As', 'WX', 'Zm', 'GoRP'], 'LiXiVAKE': ['TdkZviBw', 'TkpcWdKs', 'cd'], 'fli': ['QxjRR', 'xFVFR', 'krXbKU', 'gffbeRMZ', 'Qj', 'ZYDg'], 'HVGLU': ['t', 'xQWFgtc'], 'FYQ': ['kizuxg'], 'gqwfMWjeJ': ['e', 'WKkKRTxpg', 'ydV', 'octyxE', 'QTzsEqr', 'aqx', 'svvAgqjJY', 'AZRPDqiVJ'], 'Ra': ['PGN', 'yMizZf'], 'YmQZPNYc': ['ROtYjW', 'jGwNQIsVV', 'G'], 'EqObAYgkO': ['TAyuDP', 'bjRO', 'phqqJwmiw', 'BouaUUkJ', 'lzNyCsHQq', 'oXZNga', 'mFRJ', 'F', 'Mdq']}
100
['S BcHQJUjzwX QsKe MulcLup ZctJbqP zLz pHQQJWmIw xFVFR Uc hpfZoEcGyo xfvFr PhQqJWMiW yDV AzRpDQIVJ QSKE JgWNqiSVV RCYKdWGNA qqnlCEp', False]
['H CD h WdtwyqOHZ kizuxg taYuDp v H krxbKu PGn Pgn xFvfr MfRj TKpCwdKS KiZUxg CBMrSuPYyp', True]
['GFFBeRmZ qj RCYKDWgNA QXjRR S e h RcfYYPoRWI LzNYCShqQ uC sBuAHAKBNk H', False]
['h cd H VYs KiZuXg BouAUukJ v h ZYdg ymIZzF YmiZzf qj F cD KiZuxG rYvaqyp', True]
['UC OXzNgA BoUAuUKj rCyKdWgna aQx DhtGKGjU xjMHYzO zYDg qxJrR zCNWfrP krXBkU bJrO k TdkZVIBw hPfzOECgYO kRxbKu', False]
['TDKZvIBw WDTwYqoHz TG ftqJDA YDv GFFbERmz ErEjSUdE rYVAqyP svVaGqJJy wX PhQqJwmIW V JGWNQisVV', False]
['H cd h wdtWyQoHZ KIZuxg OxZNga ZLZ H krXbKU pGN YmizZF gffbErMZ mdq CD KIZuxG dhtGKgjU', True]
['h cd H wDTwYQOHz kIzUxG bOUauUKJ CBMrSUpYyP h kRxBkU pgn ymizzf qJ mfRj TDkzviBW kIZUXg cBMrSUPyyp', True]
['QxssDT zCtjBqp MulCLup BchQjUJZwX ZM dhtgkGJU KiZuXG qxsSDt PHqQJWmiW EREJsuDE LznYCShqQ SBUAHaKbnk vys RCFyYPorwi wX DhtgKGJu ZlZ QqNlCEp', False]
['H CD H WdTWYqoHZ KIZUxG BjRO DHTgkgJu H qXjRr ymIzzF PGn QxjRR TaYudP cd KIzUXg CbMrSUPYyp', True]
['h cd H nP KiZUxG PHQqjWmiw CbmRsUpyyp h ZYDG YmIZZf pgn QxjRR pHQQjwMIW tKPcwdKs KIzUXG cbmrSUpYYP', True]
['H Cd h WDTWyqOHz KIZuxG phqqjWmIw V h XfvFR ymiZzF yMiZZf xFVFr OxzNGA tdkzVIbW KIzUXg ijxQAZQEwY', True]
['qXSsDT f V wDtWyqoHz gffBErMz qxsSdT E taYUdp WDTWYQoHz xJmhYZo RCFyypoRwi zm lZNYCshQQ YmIzzF WDtWYqOhZ pHQqJwMiw wdTwYQohz QxjRR AQx rotYjW', False]
['h TDkZVIbW h vyS KiZuxg MDQ v h gFFbErMz YmIzZf ymizZF qJ MFRJ Cd KizuXg CbMrSuPyyP', True]
['h cd H wDTwYqOhZ KIZuXg LzNycshQq v h zYdG pgn YMizZf qj f tDkZVIbw kizuxG ryVAQYP', True]
['H tKPCwDks H uC KIZuXg mdq RyVAqyP h qxJRr PgN PGN QXjRr F TkPCWDKS kIzUxG CbMRSuPyyp', True]
